county_name,year,swis_code,muni_name,muni_type,school_code,school_name,print_key,total_av,sale_date,sale_price,arms_length_flag,prop_class_at_sale,prop_class_desc_at_sale,buyer_state,ownership_code,std_date,merged_swis_print,hpi,_merge,adjusted_amt
warren,2023,523400,Queensbury,3,523402,Queensbury,289.15-1-5,272000,2023-02-02,325000,Y,465,Professional Building,NY,,2023-02-02,289.15-1-5523400,,left_only,
warren,2023,522289,Lake George,0,522201,Lake George,225.08-1-23,528000,2023-02-02,650000,Y,210,One Family Year-Round Residence,NY,,2023-02-02,225.08-1-23522289,,left_only,
warren,2023,523000,Johnsburg,3,523001,Johnsburg,148.-1-27,37200,2023-02-02,24000,Y,314,Rural Vacant Lots of 10 Acres or less,NY,,2023-02-02,148.-1-27523000,,left_only,
warren,2023,523400,Queensbury,3,520500,Glens Falls,309.11-1-12,166100,2023-02-03,240000,Y,210,One Family Year-Round Residence,NY,,2023-02-03,309.11-1-12523400,,left_only,
warren,2023,522289,Lake George,0,522201,Lake George,251.16-1-17,174000,2023-02-03,207000,Y,210,One Family Year-Round Residence,NJ,,2023-02-03,251.16-1-17522289,,left_only,
warren,2023,522289,Lake George,0,522201,Lake George,264.16-1-16,248000,2023-02-03,374900,Y,210,One Family Year-Round Residence,NY,,2023-02-03,264.16-1-16522289,,left_only,
warren,2023,523000,Johnsburg,3,523001,Johnsburg,149.-1-5,80500,2023-02-06,258000,Y,910,Private Wild and Forest Lands except for Private Hunting and Fishing Clubs,NJ,,2023-02-06,149.-1-5523000,,left_only,
warren,2023,523400,Queensbury,3,522201,Lake George,252.48-1-26,288200,2023-02-06,375000,Y,210,One Family Year-Round Residence,NY,A,2023-02-06,252.48-1-26523400,,left_only,
warren,2023,523400,Queensbury,3,523402,Queensbury,295.19-2-10,167300,2023-02-07,245000,Y,210,One Family Year-Round Residence,NY,,2023-02-07,295.19-2-10523400,,left_only,
warren,2023,523800,Thurman,3,524001,Warrensburg,221.-2-25,14000,2023-02-07,15000,Y,314,Rural Vacant Lots of 10 Acres or less,FL,,2023-02-07,221.-2-25523800,,left_only,
warren,2023,523400,Queensbury,3,523402,Queensbury,289.11-2-10,164300,2023-02-08,219000,Y,210,One Family Year-Round Residence,NY,,2023-02-08,289.11-2-10523400,,left_only,
warren,2023,522400,Chester,3,523001,Johnsburg,33.-1-16.3,40700,2023-02-10,50000,Y,322,Residential Vacant Land Over 10 Acres,NY,,2023-02-10,33.-1-16.3522400,,left_only,
warren,2023,523400,Queensbury,3,523402,Queensbury,279.17-2-8,319000,2023-02-10,455000,Y,210,One Family Year-Round Residence,NY,W,2023-02-10,279.17-2-8523400,,left_only,
warren,2023,523200,Lake Luzerne,3,523201,Hadley-Luzerne,298.11-2-39,485000,2023-02-13,985000,Y,415,Motel,NY,W,2023-02-13,298.11-2-39523200,,left_only,
warren,2023,523400,Queensbury,3,523402,Queensbury,308.13-1-7,213400,2023-02-13,345000,Y,210,One Family Year-Round Residence,NY,,2023-02-13,308.13-1-7523400,,left_only,
warren,2023,523000,Johnsburg,3,523001,Johnsburg,30.-2-65,47400,2023-02-14,72500,Y,322,Residential Vacant Land Over 10 Acres,VA,,2023-02-14,30.-2-65523000,,left_only,
warren,2023,522800,Horicon,3,522402,North Warren,72.5-1-3,676000,2023-02-15,765000,Y,210,One Family Year-Round Residence,NY,W,2023-02-15,72.5-1-3522800,,left_only,
warren,2023,522800,Horicon,3,522402,North Warren,20.-1-31.2,83700,2023-02-15,75000,Y,322,Residential Vacant Land Over 10 Acres,NY,,2023-02-15,20.-1-31.2522800,,left_only,
warren,2023,522289,Lake George,0,522201,Lake George,264.03-2-27,25600,2023-02-15,48000,Y,311,Residential Vacant Land,NY,,2023-02-15,264.03-2-27522289,,left_only,
warren,2023,522400,Chester,3,522402,North Warren,87.16-1-3.2,220300,2023-02-15,200000,Y,220,Two Family Year-Round Residence,NY,,2023-02-15,87.16-1-3.2522400,,left_only,
warren,2023,522800,Horicon,3,522402,North Warren,87.2-2-30,120000,2023-02-15,80000,Y,210,One Family Year-Round Residence,NY,,2023-02-15,87.2-2-30522800,,left_only,
warren,2023,522800,Horicon,3,522402,North Warren,20.-1-36,71800,2023-02-15,75000,Y,310,Residential,NY,,2023-02-15,20.-1-36522800,,left_only,
warren,2023,523400,Queensbury,3,522201,Lake George,289.13-1-36,263600,2023-02-17,395000,Y,210,One Family Year-Round Residence,TX,,2023-02-17,289.13-1-36523400,,left_only,
warren,2023,522800,Horicon,3,522402,North Warren,106.-1-15,30600,2023-02-17,25500,Y,314,Rural Vacant Lots of 10 Acres or less,CT,,2023-02-17,106.-1-15522800,,left_only,
warren,2023,522400,Chester,3,153401,Minerva,33.-2-18.7,81800,2023-02-17,140000,Y,260,Seasonal Residences,NJ,,2023-02-17,33.-2-18.7522400,,left_only,
warren,2023,522289,Lake George,0,522201,Lake George,277.02-1-16.1,550000,2023-02-17,550000,Y,415,Motel,NY,,2023-02-17,277.02-1-16.1522289,,left_only,
warren,2023,522289,Lake George,0,524001,Warrensburg,225.00-1-43,85800,2023-02-17,250000,Y,911,Forest Land under Section 480 of the Real Property Tax Law,NJ,,2023-02-17,225.00-1-43522289,,left_only,
warren,2023,522000,Bolton,3,522001,Bolton,186.00-1-14.1,307000,2023-02-17,500000,Y,210,One Family Year-Round Residence,NY,,2023-02-17,186.00-1-14.1522000,,left_only,
warren,2023,522400,Chester,3,522402,North Warren,36.-1-12,736200,2023-02-21,800000,Y,210,One Family Year-Round Residence,NY,W,2023-02-21,36.-1-12522400,,left_only,
warren,2023,523400,Queensbury,3,523402,Queensbury,301.19-1-1,46900,2023-02-21,455000,Y,311,Residential Vacant Land,TN,,2023-02-21,301.19-1-1523400,,left_only,
warren,2023,523000,Johnsburg,3,523001,Johnsburg,100.-3-3,48900,2023-02-22,25000,Y,312,Residential Land Including a Small Improvement,NY,,2023-02-22,100.-3-3523000,,left_only,
warren,2023,522400,Chester,3,522402,North Warren,35.-1-4,380000,2023-02-24,499000,Y,215,One Family Year-Round Residence with Accessory Apartment,NY,,2023-02-24,35.-1-4522400,,left_only,
warren,2023,523400,Queensbury,3,522201,Lake George,240.-1-53,75300,2023-02-24,84000,Y,311,Residential Vacant Land,NY,,2023-02-24,240.-1-53523400,,left_only,
warren,2023,523400,Queensbury,3,523402,Queensbury,308.14-1-37,293200,2023-02-27,460000,Y,210,One Family Year-Round Residence,NY,,2023-02-27,308.14-1-37523400,,left_only,
warren,2023,524000,Warrensburg,3,524001,Warrensburg,184.-1-10.1,38800,2023-02-27,50000,Y,322,Residential Vacant Land Over 10 Acres,PA,,2023-02-27,184.-1-10.1524000,,left_only,
warren,2023,522000,Bolton,3,522001,Bolton,200.17-1-2,139500,2023-02-28,450000,Y,322,Residential Vacant Land Over 10 Acres,NY,,2023-02-28,200.17-1-2522000,,left_only,
warren,2023,523400,Queensbury,3,523402,Queensbury,301.13-1-81,360100,2023-02-28,560000,Y,210,One Family Year-Round Residence,NY,,2023-02-28,301.13-1-81523400,,left_only,
warren,2023,523400,Queensbury,3,523402,Queensbury,315.7-2-85,369400,2023-02-28,475000,Y,210,One Family Year-Round Residence,NC,,2023-02-28,315.7-2-85523400,,left_only,
warren,2023,523800,Thurman,3,524001,Warrensburg,209.-2-9,128300,2023-03-01,230000,Y,210,One Family Year-Round Residence,NY,,2023-03-01,209.-2-9523800,,left_only,
warren,2023,523400,Queensbury,3,520500,Glens Falls,302.7-1-51,160800,2023-03-02,270000,Y,210,One Family Year-Round Residence,NY,,2023-03-02,302.7-1-51523400,,left_only,
warren,2023,522289,Lake George,0,522201,Lake George,264.43-1-3,15100,2023-03-02,759698,Y,210,One Family Year-Round Residence,NY,,2023-03-02,264.43-1-3522289,,left_only,
warren,2023,523400,Queensbury,3,523402,Queensbury,297.13-1-6,179900,2023-03-03,267000,Y,210,One Family Year-Round Residence,NY,,2023-03-03,297.13-1-6523400,,left_only,
warren,2023,523000,Johnsburg,3,523001,Johnsburg,101.-1-34,442500,2023-03-03,250000,Y,411,Apartments,NY,,2023-03-03,101.-1-34523000,,left_only,
warren,2023,523400,Queensbury,3,523402,Queensbury,308.14-1-42,361300,2023-03-03,445000,Y,210,One Family Year-Round Residence,NY,,2023-03-03,308.14-1-42523400,,left_only,
warren,2023,522201,Lake George,4,522201,Lake George,251.80-1-1.3,1050000,2023-03-03,1150000,Y,411,Apartments,NY,,2023-03-03,251.80-1-1.3522201,,left_only,
warren,2023,524000,Warrensburg,3,524001,Warrensburg,210.16-3-14,143900,2023-03-03,225000,Y,210,One Family Year-Round Residence,NY,,2023-03-03,210.16-3-14524000,,left_only,
warren,2023,523400,Queensbury,3,523402,Queensbury,308.12-2-37,76400,2023-03-06,80000,Y,210,One Family Year-Round Residence,NY,,2023-03-06,308.12-2-37523400,,left_only,
warren,2023,522289,Lake George,0,522201,Lake George,238.00-1-67,659000,2023-03-06,501100,Y,210,One Family Year-Round Residence,NJ,,2023-03-06,238.00-1-67522289,,left_only,
warren,2023,522400,Chester,3,522402,North Warren,16.-1-9,30900,2023-03-07,28000,Y,314,Rural Vacant Lots of 10 Acres or less,NY,,2023-03-07,16.-1-9522400,,left_only,
warren,2023,523000,Johnsburg,3,523001,Johnsburg,164.-1-22,84500,2023-03-08,72000,Y,312,Residential Land Including a Small Improvement,NY,,2023-03-08,164.-1-22523000,,left_only,
warren,2023,522800,Horicon,3,522402,North Warren,88.7-1-28,280300,2023-03-08,205000,Y,432,Service and Gas Stations,NY,,2023-03-08,88.7-1-28522800,,left_only,
warren,2023,522000,Bolton,3,522001,Bolton,199.00-1-30,67700,2023-03-09,135000,Y,300,Vacant Land,NY,,2023-03-09,199.00-1-30522000,,left_only,
warren,2023,522800,Horicon,3,522402,North Warren,36.12-1-5,412000,2023-03-10,590000,Y,210,One Family Year-Round Residence,CT,,2023-03-10,36.12-1-5522800,,left_only,
warren,2023,523800,Thurman,3,524001,Warrensburg,222.-2-10.2,222300,2023-03-10,300000,Y,210,One Family Year-Round Residence,NY,,2023-03-10,222.-2-10.2523800,,left_only,
warren,2023,523400,Queensbury,3,520500,Glens Falls,302.17-2-80,202800,2023-03-10,295000,Y,210,One Family Year-Round Residence,NY,,2023-03-10,302.17-2-80523400,,left_only,
warren,2023,523200,Lake Luzerne,3,523201,Hadley-Luzerne,285.-2-31,60000,2023-03-13,94000,Y,270,Mobile Home,NY,,2023-03-13,285.-2-31523200,,left_only,
warren,2023,522289,Lake George,0,524001,Warrensburg,225.00-1-29,27500,2023-03-14,20000,Y,311,Residential Vacant Land,NJ,,2023-03-14,225.00-1-29522289,,left_only,
warren,2023,523000,Johnsburg,3,523001,Johnsburg,101.2-1-29,75400,2023-03-15,54000,Y,311,Residential Vacant Land,NY,A,2023-03-15,101.2-1-29523000,,left_only,
warren,2023,523400,Queensbury,3,523402,Queensbury,301.17-1-57,191500,2023-03-15,283000,Y,210,One Family Year-Round Residence,NY,,2023-03-15,301.17-1-57523400,,left_only,
warren,2023,522800,Horicon,3,522402,North Warren,88.18-2-8,224000,2023-03-16,200000,Y,210,One Family Year-Round Residence,NJ,W,2023-03-16,88.18-2-8522800,,left_only,
warren,2023,523400,Queensbury,3,522201,Lake George,266.1-1-48,65700,2023-03-16,80000,Y,311,Residential Vacant Land,NY,,2023-03-16,266.1-1-48523400,,left_only,
warren,2023,522000,Bolton,3,522001,Bolton,171.15-1-6,50000,2023-03-16,250000,Y,311,Residential Vacant Land,NY,,2023-03-16,171.15-1-6522000,,left_only,
warren,2023,523000,Johnsburg,3,523001,Johnsburg,46.-1-81.4,361800,2023-03-17,629000,Y,210,One Family Year-Round Residence,NJ,A,2023-03-17,46.-1-81.4523000,,left_only,
warren,2023,523400,Queensbury,3,523402,Queensbury,296.5-1-30,326500,2023-03-17,453200,Y,210,One Family Year-Round Residence,NY,,2023-03-17,296.5-1-30523400,,left_only,
warren,2023,522289,Lake George,0,522201,Lake George,238.17-1-14,350000,2023-03-17,735000,Y,417,"Camps, Cottages, Bungalows",NY,,2023-03-17,238.17-1-14522289,,left_only,
warren,2023,523000,Johnsburg,3,523001,Johnsburg,118.-1-77,161700,2023-03-18,130000,Y,215,One Family Year-Round Residence with Accessory Apartment,NY,,2023-03-18,118.-1-77523000,,left_only,
warren,2023,523400,Queensbury,3,523402,Queensbury,301.20-1-50,238400,2023-03-20,415000,Y,210,One Family Year-Round Residence,NY,,2023-03-20,301.20-1-50523400,,left_only,
warren,2023,523000,Johnsburg,3,523001,Johnsburg,119.-1-3,36500,2023-03-20,17000,Y,314,Rural Vacant Lots of 10 Acres or less,NY,,2023-03-20,119.-1-3523000,,left_only,
warren,2023,522800,Horicon,3,522402,North Warren,105.2-1-24,409000,2023-03-20,330000,Y,210,One Family Year-Round Residence,NY,W,2023-03-20,105.2-1-24522800,,left_only,
warren,2023,524000,Warrensburg,3,524001,Warrensburg,138.2-1-9,134900,2023-03-21,220000,Y,210,One Family Year-Round Residence,NY,W,2023-03-21,138.2-1-9524000,,left_only,
warren,2023,522400,Chester,3,523001,Johnsburg,33.-1-16.14,71600,2023-03-21,64850,Y,311,Residential Vacant Land,NY,,2023-03-21,33.-1-16.14522400,,left_only,
warren,2023,523000,Johnsburg,3,523001,Johnsburg,133.-1-77.4,553300,2023-03-21,699900,Y,210,One Family Year-Round Residence,NY,,2023-03-21,133.-1-77.4523000,,left_only,
warren,2023,522400,Chester,3,522402,North Warren,120.10-1-50.1,632500,2023-03-22,90000,Y,310,Residential,NY,W,2023-03-22,120.10-1-50.1522400,,left_only,
warren,2023,523000,Johnsburg,3,523001,Johnsburg,134.-1-27,108200,2023-03-23,125000,Y,312,Residential Land Including a Small Improvement,NY,,2023-03-23,134.-1-27523000,,left_only,
warren,2023,522400,Chester,3,522402,North Warren,35.2-1-56,47600,2023-03-24,35000,Y,322,Residential Vacant Land Over 10 Acres,NY,,2023-03-24,35.2-1-56522400,,left_only,
warren,2023,522400,Chester,3,522402,North Warren,85.12-1-11,446000,2023-03-24,849900,Y,240,Rural Residence with Acreage,NY,W,2023-03-24,85.12-1-11522400,,left_only,
warren,2023,522289,Lake George,0,522201,Lake George,251.10-1-30,146000,2023-03-24,238000,Y,210,One Family Year-Round Residence,NY,,2023-03-24,251.10-1-30522289,,left_only,
warren,2023,523200,Lake Luzerne,3,523201,Hadley-Luzerne,292.11-1-24,222000,2023-03-27,320000,Y,210,One Family Year-Round Residence,NY,,2023-03-27,292.11-1-24523200,,left_only,
warren,2023,523000,Johnsburg,3,523001,Johnsburg,66.46-1-9,2800,2023-03-30,180000,Y,311,Residential Vacant Land,CT,,2023-03-30,66.46-1-9523000,,left_only,
warren,2023,523000,Johnsburg,3,523001,Johnsburg,100.-2-57,667900,2023-03-30,957000,Y,210,One Family Year-Round Residence,NY,A,2023-03-30,100.-2-57523000,,left_only,
warren,2023,522800,Horicon,3,522402,North Warren,105.2-1-19,251000,2023-03-30,290000,Y,210,One Family Year-Round Residence,TX,,2023-03-30,105.2-1-19522800,,left_only,
warren,2023,523400,Queensbury,3,523402,Queensbury,290.-1-82.5,354100,2023-03-30,477000,Y,210,One Family Year-Round Residence,NY,,2023-03-30,290.-1-82.5523400,,left_only,
warren,2023,523400,Queensbury,3,523402,Queensbury,301.8-1-9,252200,2023-03-30,380000,Y,210,One Family Year-Round Residence,NY,,2023-03-30,301.8-1-9523400,,left_only,
warren,2023,524000,Warrensburg,3,524001,Warrensburg,167.-2-16,115000,2023-03-30,180094,Y,270,Mobile Home,NY,,2023-03-30,167.-2-16524000,,left_only,
warren,2023,523400,Queensbury,3,523402,Queensbury,279.17-2-5,139700,2023-03-31,217805,Y,210,One Family Year-Round Residence,NY,,2023-03-31,279.17-2-5523400,,left_only,
warren,2023,523400,Queensbury,3,523402,Queensbury,308.12-2-20,53700,2023-03-31,60000,Y,270,Mobile Home,NY,,2023-03-31,308.12-2-20523400,,left_only,
warren,2023,524000,Warrensburg,3,524001,Warrensburg,210.16-1-16,177000,2023-03-31,300000,Y,210,One Family Year-Round Residence,NY,,2023-03-31,210.16-1-16524000,,left_only,
warren,2023,524000,Warrensburg,3,522402,North Warren,153.26-1-12,162900,2023-03-31,280000,Y,210,One Family Year-Round Residence,NY,A,2023-03-31,153.26-1-12524000,,left_only,
warren,2023,522400,Chester,3,522402,North Warren,120.6-2-24,302300,2023-03-31,515000,Y,210,One Family Year-Round Residence,NY,,2023-03-31,120.6-2-24522400,,left_only,
warren,2023,522289,Lake George,0,522201,Lake George,238.16-1-4,743000,2023-03-31,1300000,Y,417,"Camps, Cottages, Bungalows",NY,,2023-03-31,238.16-1-4522289,,left_only,
warren,2023,522289,Lake George,0,522201,Lake George,226.17-1-28,1243000,2023-03-31,1750000,Y,210,One Family Year-Round Residence,NY,,2023-03-31,226.17-1-28522289,,left_only,
warren,2023,522000,Bolton,3,522001,Bolton,140.00-2-6,141000,2023-03-31,365000,Y,311,Residential Vacant Land,NJ,,2023-03-31,140.00-2-6522000,,left_only,
warren,2023,523400,Queensbury,3,523402,Queensbury,297.10-1-52,546700,2023-04-03,875000,Y,215,One Family Year-Round Residence with Accessory Apartment,NY,,2023-04-03,297.10-1-52523400,,left_only,
warren,2023,523400,Queensbury,3,523402,Queensbury,308.12-1-12,37300,2023-04-03,40000,Y,210,One Family Year-Round Residence,NY,,2023-04-03,308.12-1-12523400,,left_only,
warren,2023,523400,Queensbury,3,523402,Queensbury,303.16-1-13,255400,2023-04-03,285000,Y,220,Two Family Year-Round Residence,NY,,2023-04-03,303.16-1-13523400,,left_only,
warren,2023,522400,Chester,3,522402,North Warren,86.19-1-41,211600,2023-04-04,375000,Y,210,One Family Year-Round Residence,NJ,,2023-04-04,86.19-1-41522400,,left_only,
warren,2023,523200,Lake Luzerne,3,523201,Hadley-Luzerne,318.1-1-63,116000,2023-04-04,100000,Y,210,One Family Year-Round Residence,NY,,2023-04-04,318.1-1-63523200,,left_only,
warren,2023,523400,Queensbury,3,522201,Lake George,252.47-1-3,306700,2023-04-04,517000,Y,210,One Family Year-Round Residence,NY,A,2023-04-04,252.47-1-3523400,,left_only,
warren,2023,523200,Lake Luzerne,3,523201,Hadley-Luzerne,292.12-1-17.1,27500,2023-04-05,24000,Y,311,Residential Vacant Land,NY,,2023-04-05,292.12-1-17.1523200,,left_only,
warren,2023,522000,Bolton,3,522001,Bolton,186.06-1-4,200000,2023-04-06,439000,Y,210,One Family Year-Round Residence,NY,,2023-04-06,186.06-1-4522000,,left_only,
warren,2023,523200,Lake Luzerne,3,523201,Hadley-Luzerne,286.8-1-15,900000,2023-04-06,1750000,Y,417,"Camps, Cottages, Bungalows",NY,W,2023-04-06,286.8-1-15523200,,left_only,
warren,2023,523400,Queensbury,3,520500,Glens Falls,296.74-1-25,221000,2023-04-06,299000,Y,210,One Family Year-Round Residence,NY,A,2023-04-06,296.74-1-25523400,,left_only,
warren,2023,522800,Horicon,3,522402,North Warren,106.-1-16.31,355000,2023-04-10,451000,Y,210,One Family Year-Round Residence,NY,,2023-04-10,106.-1-16.31522800,,left_only,
warren,2023,523400,Queensbury,3,523402,Queensbury,279.18-1-16,229200,2023-04-11,321000,Y,210,One Family Year-Round Residence,NY,,2023-04-11,279.18-1-16523400,,left_only,
warren,2023,523400,Queensbury,3,523402,Queensbury,296.9-2-38,227900,2023-04-12,368000,Y,210,One Family Year-Round Residence,NY,,2023-04-12,296.9-2-38523400,,left_only,
warren,2023,523400,Queensbury,3,520500,Glens Falls,302.14-1-12,248400,2023-04-12,323900,Y,210,One Family Year-Round Residence,NY,,2023-04-12,302.14-1-12523400,,left_only,
warren,2023,523000,Johnsburg,3,523001,Johnsburg,46.-1-81.2,53900,2023-04-12,75000,Y,311,Residential Vacant Land,NY,A,2023-04-12,46.-1-81.2523000,,left_only,
warren,2023,523400,Queensbury,3,523402,Queensbury,302.5-1-48,147300,2023-04-12,211000,Y,210,One Family Year-Round Residence,NY,,2023-04-12,302.5-1-48523400,,left_only,
warren,2023,522289,Lake George,0,522201,Lake George,264.03-2-28,26500,2023-04-13,49900,Y,311,Residential Vacant Land,NY,,2023-04-13,264.03-2-28522289,,left_only,
warren,2023,523200,Lake Luzerne,3,523201,Hadley-Luzerne,286.-1-26,297000,2023-04-13,665000,Y,210,One Family Year-Round Residence,CT,,2023-04-13,286.-1-26523200,,left_only,
warren,2023,523400,Queensbury,3,523402,Queensbury,290.17-1-36,503300,2023-04-14,640000,Y,210,One Family Year-Round Residence,NY,,2023-04-14,290.17-1-36523400,,left_only,
warren,2023,523400,Queensbury,3,523402,Queensbury,296.17-1-45,424800,2023-04-14,785000,Y,422,Diners and Luncheonettes,NY,,2023-04-14,296.17-1-45523400,,left_only,
warren,2023,522400,Chester,3,522402,North Warren,120.3-1-19,12560,2023-04-14,40900,Y,311,Residential Vacant Land,NY,,2023-04-14,120.3-1-19522400,,left_only,
warren,2023,523200,Lake Luzerne,3,523201,Hadley-Luzerne,292.-1-23,60000,2023-04-14,116500,Y,314,Rural Vacant Lots of 10 Acres or less,NJ,,2023-04-14,292.-1-23523200,,left_only,
warren,2023,523200,Lake Luzerne,3,523201,Hadley-Luzerne,298.16-2-71,175000,2023-04-15,260000,Y,210,One Family Year-Round Residence,NY,,2023-04-15,298.16-2-71523200,,left_only,
warren,2023,522000,Bolton,3,522001,Bolton,199.04-1-7.131,65600,2023-04-18,75000,Y,311,Residential Vacant Land,NY,,2023-04-18,199.04-1-7.131522000,,left_only,
warren,2023,522289,Lake George,0,522201,Lake George,238.16-1-47,176300,2023-04-19,70000,Y,210,One Family Year-Round Residence,NY,,2023-04-19,238.16-1-47522289,,left_only,
warren,2023,522289,Lake George,0,522201,Lake George,264.04-1-44.1,322000,2023-04-21,499000,Y,210,One Family Year-Round Residence,NJ,,2023-04-21,264.04-1-44.1522289,,left_only,
warren,2023,522289,Lake George,0,522201,Lake George,238.-1-55.3,52500,2023-04-21,80000,Y,311,Residential Vacant Land,NY,,2023-04-21,238.-1-55.3522289,,left_only,
warren,2023,522289,Lake George,0,522201,Lake George,238.08-1-54,2598000,2023-04-21,4200000,Y,210,One Family Year-Round Residence,NY,W,2023-04-21,238.08-1-54522289,,left_only,
warren,2023,522400,Chester,3,522402,North Warren,104.10-1-13,162900,2023-04-21,325000,Y,210,One Family Year-Round Residence,NY,,2023-04-21,104.10-1-13522400,,left_only,
warren,2023,522400,Chester,3,522402,North Warren,17.-1-22,152700,2023-04-21,88500,Y,210,One Family Year-Round Residence,NY,,2023-04-21,17.-1-22522400,,left_only,
warren,2023,523400,Queensbury,3,523402,Queensbury,296.18-1-47.1,8759600,2023-04-21,12142000,Y,451,Regional Shopping Centers,CT,,2023-04-21,296.18-1-47.1523400,,left_only,
warren,2023,523400,Queensbury,3,523402,Queensbury,297.14-1-21,229000,2023-04-24,243800,Y,220,Two Family Year-Round Residence,NY,,2023-04-24,297.14-1-21523400,,left_only,
warren,2023,523200,Lake Luzerne,3,523201,Hadley-Luzerne,293.-1-3,80000,2023-04-24,245000,Y,210,One Family Year-Round Residence,NY,,2023-04-24,293.-1-3523200,,left_only,
warren,2023,522400,Chester,3,522402,North Warren,86.13-1-40,68800,2023-04-25,53650,Y,311,Residential Vacant Land,NY,,2023-04-25,86.13-1-40522400,,left_only,
warren,2023,523400,Queensbury,3,523402,Queensbury,289.15-1-47,215900,2023-04-26,295000,Y,310,Residential,NY,,2023-04-26,289.15-1-47523400,,left_only,
warren,2023,523200,Lake Luzerne,3,523201,Hadley-Luzerne,286.-1-34,140000,2023-04-27,184500,Y,484,One Story Small Structure,NY,,2023-04-27,286.-1-34523200,,left_only,
washington,2013,532889,Fort Ann,0,532802,Fort Ann,105.-1-15,100200,2013-12-30,80000,Y,210,One Family Year-Round Residence,CT,,2013-12-30,105.-1-15532889,0.7927903052615433,both,63423.22442092346
